GENE	obeta_ncbi	obeta_ragtag_ncbi	obeta_ragtag_tama
ENSCGOG00000000581	I	I	I
ENSCGOG00000006801	I	I	I
ENSCGOG00000001749	I	L	L
ENSCGOG00000001015	I	I	I
ENSCGOG00000021559	I	I	I
ENSCGOG00000021039	I	I	I
ENSCGOG00000005003	I	I	I
ENSCGOG00000007564	I	I	I
ENSCGOG00000006101	UL	UL	UL
ENSCGOG00000002888	I	I	I
ENSCGOG00000005582	UL	UL	UL
ENSCGOG00000022921	UL	UL	UL
ENSCGOG00000013097	L	L	L
ENSCGOG00000000915	I	I	I
ENSCGOG00000021167	UL	UL	UL
ENSCGOG00000016739	I	I	I
ENSCGOG00000015037	I	I	I
ENSCGOG00000023883	I	I	I
ENSCGOG00000021587	UL	L	M
ENSCGOG00000021046	I	I	I
ENSCGOG00000018778	I	I	I
ENSCGOG00000014884	I	I	I
ENSCGOG00000019509	I	I	I
ENSCGOG00000015562	I	I	I
ENSCGOG00000018434	I	I	I
ENSCGOG00000001557	I	I	I
ENSCGOG00000021468	UL	UL	L
ENSCGOG00000000314	I	I	I
ENSCGOG00000023073	I	I	I
ENSCGOG00000012565	UL	UL	L
ENSCGOG00000014396	I	I	I
ENSCGOG00000015385	I	I	I
ENSCGOG00000006723	I	I	I
ENSCGOG00000012189	I	I	I
ENSCGOG00000002038	I	I	I
ENSCGOG00000015002	I	I	I
ENSCGOG00000002576	I	I	I
ENSCGOG00000022558	I	I	I
ENSCGOG00000023764	I	I	I
ENSCGOG00000004341	I	I	I
ENSCGOG00000008658	UL	UL	UL
ENSCGOG00000011902	I	I	I
ENSCGOG00000019003	I	I	I
ENSCGOG00000002535	I	I	I
ENSCGOG00000024104	I	I	I
ENSCGOG00000003901	I	I	I
ENSCGOG00000004386	I	I	I
ENSCGOG00000005826	I	I	I
ENSCGOG00000014738	UL	UL	UL
ENSCGOG00000015031	I	I	I
ENSCGOG00000017037	UL	UL	UL
ENSCGOG00000020921	I	I	I
ENSCGOG00000012204	I	I	I
ENSCGOG00000023687	I	I	I
ENSCGOG00000017168	I	I	I
ENSCGOG00000006586	I	I	I
ENSCGOG00000007856	I	I	I
ENSCGOG00000009365	I	I	I
ENSCGOG00000022597	I	I	I
ENSCGOG00000010141	I	I	I
ENSCGOG00000000717	I	I	I
ENSCGOG00000019580	I	I	I
ENSCGOG00000016989	I	I	I
ENSCGOG00000023819	UL	UL	UL
ENSCGOG00000001510	L	L	L
ENSCGOG00000016895	L	M	M
ENSCGOG00000001818	I	I	I
ENSCGOG00000015253	I	I	I
ENSCGOG00000006154	L	I	I
ENSCGOG00000014175	I	I	I
ENSCGOG00000000690	I	I	I
ENSCGOG00000020497	I	I	I
ENSCGOG00000020990	PG	PG	PG
ENSCGOG00000002373	UL	UL	UL
ENSCGOG00000013202	I	I	I
ENSCGOG00000016220	UL	UL	UL
ENSCGOG00000021911	UL	I	I
ENSCGOG00000001216	L	L	M
ENSCGOG00000023046	I	I	I
ENSCGOG00000013546	I	I	I
ENSCGOG00000013644	I	I	I
ENSCGOG00000013353	I	I	I
ENSCGOG00000007486	I	I	I
ENSCGOG00000017886	I	I	I
ENSCGOG00000000350	L	L	L
ENSCGOG00000009548	I	I	I
ENSCGOG00000023496	I	I	I
ENSCGOG00000014756	UL	PI	UL
ENSCGOG00000015223	L	L	L
ENSCGOG00000020741	I	I	I
ENSCGOG00000006155	I	I	I
ENSCGOG00000016104	I	I	I
ENSCGOG00000013813	I	I	I
ENSCGOG00000015712	I	I	I
ENSCGOG00000012513	I	I	I
ENSCGOG00000004191	L	L	L
ENSCGOG00000012222	I	I	I
ENSCGOG00000004538	I	I	I
ENSCGOG00000019158	I	I	I
ENSCGOG00000021353	I	I	I
ENSCGOG00000017134	L	L	L
ENSCGOG00000000994	I	I	I
ENSCGOG00000004670	I	I	I
ENSCGOG00000015681	I	I	I
ENSCGOG00000008053	I	I	I
ENSCGOG00000022878	I	I	I
ENSCGOG00000012978	I	I	I
ENSCGOG00000016624	L	L	L
ENSCGOG00000004967	I	I	I
ENSCGOG00000003045	I	I	I
ENSCGOG00000021252	I	I	I
ENSCGOG00000004793	I	I	I
ENSCGOG00000009126	UL	UL	UL
ENSCGOG00000010263	UL	UL	UL
ENSCGOG00000001180	I	I	I
ENSCGOG00000010585	L	UL	UL
ENSCGOG00000020720	I	I	I
ENSCGOG00000009601	L	M	M
ENSCGOG00000001541	I	I	I
ENSCGOG00000013169	I	I	I
ENSCGOG00000021856	I	I	I
ENSCGOG00000011132	I	I	I
ENSCGOG00000024643	UL	UL	UL
ENSCGOG00000021542	I	I	I
ENSCGOG00000005463	I	I	I
ENSCGOG00000016970	I	I	I
ENSCGOG00000006482	I	I	I
ENSCGOG00000024066	I	I	I
ENSCGOG00000023949	L	L	L
ENSCGOG00000013085	I	I	I
ENSCGOG00000001451	I	I	I
ENSCGOG00000000884	I	I	I
ENSCGOG00000013802	I	I	I
ENSCGOG00000021428	UL	UL	UL
ENSCGOG00000008674	I	I	I
ENSCGOG00000013136	I	I	I
ENSCGOG00000009304	I	I	I
ENSCGOG00000008218	L	L	L
ENSCGOG00000014445	M	M	L
ENSCGOG00000012330	I	I	I
ENSCGOG00000020299	I	I	I
ENSCGOG00000024229	I	I	I
ENSCGOG00000022686	I	I	I
ENSCGOG00000009032	UL	UL	UL
ENSCGOG00000010290	L	L	L
ENSCGOG00000024446	I	I	I
ENSCGOG00000012311	L	L	L
ENSCGOG00000015095	I	I	I
ENSCGOG00000009575	I	I	I
ENSCGOG00000003470	I	I	I
ENSCGOG00000005140	I	I	I
ENSCGOG00000022839	UL	UL	UL
ENSCGOG00000013784	I	I	I
ENSCGOG00000012578	I	I	I
ENSCGOG00000023904	I	UL	UL
ENSCGOG00000003745	L	L	L
ENSCGOG00000017768	I	I	I
ENSCGOG00000012604	I	I	I
ENSCGOG00000013234	I	I	I
ENSCGOG00000007722	I	I	I
ENSCGOG00000018078	I	I	I
ENSCGOG00000021986	I	I	I
ENSCGOG00000007512	I	I	I
ENSCGOG00000007216	I	L	L
ENSCGOG00000002470	I	I	I
ENSCGOG00000002108	UL	UL	UL
ENSCGOG00000005660	UL	UL	UL
ENSCGOG00000021962	UL	UL	UL
ENSCGOG00000004741	I	L	L
ENSCGOG00000015984	I	I	I
ENSCGOG00000001721	L	L	L
ENSCGOG00000001578	UL	I	I
ENSCGOG00000011173	I	I	I
ENSCGOG00000020240	UL	I	I
ENSCGOG00000001349	L	L	L
ENSCGOG00000019600	I	I	I
ENSCGOG00000002134	L	L	M
ENSCGOG00000018323	I	I	I
ENSCGOG00000001335	I	I	I
ENSCGOG00000001260	UL	UL	UL
ENSCGOG00000014991	M	L	L
ENSCGOG00000005493	L	L	L
ENSCGOG00000024742	I	I	I
ENSCGOG00000018951	I	I	I
ENSCGOG00000020799	I	I	I
ENSCGOG00000009265	I	I	I
ENSCGOG00000004533	UL	L	L
ENSCGOG00000006430	I	I	I
ENSCGOG00000001010	UL	UL	UL
ENSCGOG00000000616	I	I	I
ENSCGOG00000004727	I	I	I
ENSCGOG00000020896	L	I	L
ENSCGOG00000008393	L	L	L
ENSCGOG00000014304	I	UL	UL
ENSCGOG00000003796	I	I	I
ENSCGOG00000016757	I	I	I
ENSCGOG00000008510	I	I	I
ENSCGOG00000012260	I	I	I
ENSCGOG00000010370	UL	PI	PI
ENSCGOG00000011149	I	I	I
ENSCGOG00000005427	PI	L	L
ENSCGOG00000013901	I	I	I
ENSCGOG00000022631	I	I	I
ENSCGOG00000017071	UL	UL	UL
ENSCGOG00000013048	I	I	I
ENSCGOG00000012744	UL	UL	UL
ENSCGOG00000009522	I	I	I
ENSCGOG00000020677	I	I	I
ENSCGOG00000007571	I	I	I
ENSCGOG00000022281	L	UL	L
ENSCGOG00000023478	I	I	I
ENSCGOG00000001419	I	I	I
ENSCGOG00000012003	I	I	I
ENSCGOG00000013840	I	I	I
ENSCGOG00000024267	L	L	L
ENSCGOG00000006274	UL	I	I
ENSCGOG00000010840	I	I	I
ENSCGOG00000007708	I	I	I
ENSCGOG00000017406	L	M	M
ENSCGOG00000012878	L	L	L
ENSCGOG00000005992	I	I	I
ENSCGOG00000013856	I	I	I
ENSCGOG00000022557	I	I	I
ENSCGOG00000000697	I	I	I
ENSCGOG00000004882	I	I	I
ENSCGOG00000022576	I	I	I
ENSCGOG00000020764	I	I	I
ENSCGOG00000017246	L	L	M
ENSCGOG00000021429	I	I	I
ENSCGOG00000022894	I	I	I
ENSCGOG00000023171	I	I	I
ENSCGOG00000013976	I	I	I
ENSCGOG00000015706	L	L	L
ENSCGOG00000022199	I	I	I
ENSCGOG00000010032	I	I	I
ENSCGOG00000003190	M	L	L
ENSCGOG00000024297	I	I	I
ENSCGOG00000023411	I	I	I
ENSCGOG00000013491	I	I	I
ENSCGOG00000008052	I	I	I
ENSCGOG00000023301	I	I	I
ENSCGOG00000017211	I	UL	UL
ENSCGOG00000013657	I	I	I
ENSCGOG00000002886	I	I	I
ENSCGOG00000016729	I	I	I
ENSCGOG00000005476	I	I	I
ENSCGOG00000006239	I	I	I
ENSCGOG00000008777	I	I	I
ENSCGOG00000000016	I	I	I
ENSCGOG00000004136	I	I	I
ENSCGOG00000007618	I	I	I
ENSCGOG00000019726	I	I	I
ENSCGOG00000009633	UL	UL	UL
ENSCGOG00000001736	UL	UL	UL
ENSCGOG00000013608	I	I	I
ENSCGOG00000017264	I	I	I
ENSCGOG00000004665	I	UL	UL
ENSCGOG00000017015	L	M	M
ENSCGOG00000018468	UL	I	I
ENSCGOG00000016963	L	L	L
ENSCGOG00000015805	L	L	L
ENSCGOG00000003123	I	I	I
ENSCGOG00000015862	I	I	I
ENSCGOG00000011743	I	I	I
ENSCGOG00000005202	I	I	I
ENSCGOG00000019515	I	I	I
ENSCGOG00000022446	I	I	I
ENSCGOG00000018469	I	I	I
ENSCGOG00000007860	L	L	L
ENSCGOG00000001453	I	I	I
ENSCGOG00000004038	I	I	I
ENSCGOG00000009512	I	I	I
ENSCGOG00000015652	UL	UL	UL
ENSCGOG00000019644	I	I	I
ENSCGOG00000005584	I	I	I
ENSCGOG00000016172	L	L	M
ENSCGOG00000022163	I	I	I
ENSCGOG00000014238	I	UL	UL
ENSCGOG00000021090	UL	UL	UL
ENSCGOG00000010524	M	L	L
ENSCGOG00000023621	I	I	I
ENSCGOG00000024303	I	I	I
ENSCGOG00000015471	I	I	I
ENSCGOG00000020394	I	I	I
ENSCGOG00000013008	UL	I	I
ENSCGOG00000023809	I	I	I
ENSCGOG00000022601	I	I	I
ENSCGOG00000000991	I	UL	UL
ENSCGOG00000006014	I	I	I
ENSCGOG00000023375	UL	UL	UL
ENSCGOG00000020087	I	I	I
ENSCGOG00000012750	I	I	I
ENSCGOG00000008133	I	I	I
ENSCGOG00000006098	UL	UL	UL
ENSCGOG00000003407	I	UL	UL
ENSCGOG00000022398	I	I	I
ENSCGOG00000011994	I	I	I
ENSCGOG00000024141	I	I	I
ENSCGOG00000005329	I	I	I
ENSCGOG00000010707	I	I	I
ENSCGOG00000024687	I	I	I
ENSCGOG00000001444	I	I	I
ENSCGOG00000005901	I	UL	UL
ENSCGOG00000020108	I	I	I
ENSCGOG00000004160	L	L	L
ENSCGOG00000004016	I	I	I
ENSCGOG00000016563	L	M	M
ENSCGOG00000021781	I	I	I
ENSCGOG00000016007	I	I	I
ENSCGOG00000021505	I	I	I
ENSCGOG00000023383	I	I	I
ENSCGOG00000000375	I	I	I
ENSCGOG00000019517	I	I	UL
ENSCGOG00000018131	I	UL	UL
ENSCGOG00000002627	L	L	L
ENSCGOG00000017965	L	L	L
ENSCGOG00000021522	I	I	I
ENSCGOG00000010195	I	I	I
ENSCGOG00000010710	I	I	I
ENSCGOG00000020627	UL	UL	UL
ENSCGOG00000006771	I	I	I
ENSCGOG00000013737	I	I	I
ENSCGOG00000008234	I	I	I
ENSCGOG00000022488	I	I	I
ENSCGOG00000012530	L	L	L
ENSCGOG00000006890	I	I	I
ENSCGOG00000000294	UL	UL	UL
ENSCGOG00000001946	I	I	I
ENSCGOG00000016946	I	I	I
ENSCGOG00000004445	I	I	I
ENSCGOG00000012157	I	I	I
ENSCGOG00000012407	I	I	I
ENSCGOG00000021635	I	I	I
ENSCGOG00000002141	I	I	I
ENSCGOG00000000919	UL	UL	UL
ENSCGOG00000015808	UL	UL	UL
ENSCGOG00000003679	I	I	I
ENSCGOG00000007473	I	I	I
ENSCGOG00000000555	I	I	I
ENSCGOG00000023787	I	I	I
ENSCGOG00000003857	I	L	L
ENSCGOG00000007546	I	I	I
ENSCGOG00000022639	I	I	I
ENSCGOG00000012346	I	I	I
ENSCGOG00000013377	I	I	I
ENSCGOG00000010540	UL	UL	UL
ENSCGOG00000001709	UL	UL	UL
ENSCGOG00000013892	I	I	I
ENSCGOG00000016532	L	L	L
ENSCGOG00000017287	UL	L	L
ENSCGOG00000023040	UL	UL	UL
ENSCGOG00000011159	I	I	I
ENSCGOG00000014082	I	I	I
ENSCGOG00000013738	UL	I	I
ENSCGOG00000004712	I	I	I
ENSCGOG00000012233	L	L	M
ENSCGOG00000007962	I	I	I
ENSCGOG00000010668	M	M	M
ENSCGOG00000016613	UL	UL	UL
ENSCGOG00000024299	I	I	I
ENSCGOG00000007872	L	L	M
ENSCGOG00000023328	I	I	I
ENSCGOG00000018207	I	I	I
ENSCGOG00000023696	I	UL	UL
ENSCGOG00000001388	L	L	L
ENSCGOG00000005274	I	I	I
ENSCGOG00000010782	I	I	I
ENSCGOG00000015169	L	L	L
ENSCGOG00000011324	I	I	I
ENSCGOG00000013440	UL	UL	UL
ENSCGOG00000013672	I	UL	UL
ENSCGOG00000019104	I	I	I
ENSCGOG00000006560	I	I	I
ENSCGOG00000013027	I	I	I
ENSCGOG00000014241	I	I	I
ENSCGOG00000016996	L	L	L
ENSCGOG00000016071	L	L	L
ENSCGOG00000012248	I	I	I
ENSCGOG00000005881	UL	I	I
ENSCGOG00000014711	I	I	I
ENSCGOG00000003441	I	I	I
ENSCGOG00000014974	I	I	I
ENSCGOG00000010219	I	I	I
ENSCGOG00000015915	UL	UL	UL
ENSCGOG00000012327	I	L	L
ENSCGOG00000013434	I	I	I
ENSCGOG00000009547	I	I	I
ENSCGOG00000011367	I	I	I
ENSCGOG00000003953	I	I	I
ENSCGOG00000021283	I	I	I
ENSCGOG00000002321	I	I	I
ENSCGOG00000019004	I	I	I
ENSCGOG00000022327	UL	UL	UL
ENSCGOG00000018839	I	UL	UL
ENSCGOG00000013975	I	I	I
ENSCGOG00000004628	I	I	I
ENSCGOG00000016582	UL	UL	UL
ENSCGOG00000015242	I	I	I
ENSCGOG00000013289	I	I	I
ENSCGOG00000023739	I	I	I
ENSCGOG00000006820	I	I	I
ENSCGOG00000014214	L	L	L
ENSCGOG00000005953	I	I	I
ENSCGOG00000014896	I	I	I
ENSCGOG00000012310	I	I	I
ENSCGOG00000006267	I	I	I
ENSCGOG00000015440	UL	UL	UL
ENSCGOG00000017162	UL	UL	UL
ENSCGOG00000016177	M	I	I
ENSCGOG00000019291	L	M	L
ENSCGOG00000012785	PI	PI	PI
ENSCGOG00000019411	I	UL	UL
ENSCGOG00000010580	UL	UL	UL
ENSCGOG00000024296	I	I	PI
ENSCGOG00000000332	I	I	I
ENSCGOG00000016398	I	I	I
ENSCGOG00000001365	I	I	I
ENSCGOG00000010468	L	L	L
ENSCGOG00000015419	L	L	L
ENSCGOG00000019905	L	L	L
ENSCGOG00000024509	I	UL	UL
ENSCGOG00000008702	I	I	I
ENSCGOG00000004770	I	L	L
ENSCGOG00000011731	I	I	I
ENSCGOG00000015128	I	I	I
ENSCGOG00000009906	I	I	I
ENSCGOG00000012949	I	I	I
ENSCGOG00000004585	I	I	I
ENSCGOG00000017457	I	I	I
ENSCGOG00000023650	I	I	I
ENSCGOG00000006524	L	L	L
ENSCGOG00000022937	I	I	I
ENSCGOG00000001099	I	I	I
ENSCGOG00000005336	I	I	I
ENSCGOG00000004511	I	I	I
ENSCGOG00000018847	I	I	I
ENSCGOG00000006393	L	L	L
ENSCGOG00000009460	I	I	I
ENSCGOG00000024167	I	I	I
ENSCGOG00000008592	I	I	I
ENSCGOG00000007011	I	I	I
ENSCGOG00000023434	UL	I	I
ENSCGOG00000017269	I	I	I
ENSCGOG00000021823	I	I	I
ENSCGOG00000005179	UL	UL	UL
ENSCGOG00000022522	I	I	I
ENSCGOG00000019379	UL	UL	UL
ENSCGOG00000002572	I	I	I
ENSCGOG00000022645	PM	L	L
ENSCGOG00000005408	I	L	L
ENSCGOG00000008005	L	L	I
ENSCGOG00000002908	I	UL	UL
ENSCGOG00000003711	UL	UL	UL
ENSCGOG00000022299	I	I	I
ENSCGOG00000002431	I	I	I
ENSCGOG00000000961	I	UL	UL
ENSCGOG00000022930	I	I	I
ENSCGOG00000000620	UL	UL	UL
ENSCGOG00000022056	I	I	I
ENSCGOG00000007134	I	I	I
ENSCGOG00000002352	L	L	L
ENSCGOG00000013937	I	I	I
ENSCGOG00000003803	I	I	I
ENSCGOG00000017609	I	I	I
ENSCGOG00000005150	I	I	I
ENSCGOG00000020569	L	L	L
ENSCGOG00000014705	I	I	I
ENSCGOG00000022703	L	L	M
ENSCGOG00000011386	I	I	I
ENSCGOG00000013664	I	I	I
ENSCGOG00000005507	I	I	I
ENSCGOG00000007333	UL	UL	UL
ENSCGOG00000015971	I	I	I
ENSCGOG00000000306	UL	UL	UL
ENSCGOG00000022093	L	L	L
ENSCGOG00000020925	UL	UL	UL
ENSCGOG00000013848	I	I	I
ENSCGOG00000015184	I	I	I
ENSCGOG00000024570	I	I	I
ENSCGOG00000010660	I	I	I
ENSCGOG00000007381	L	L	L
ENSCGOG00000011371	I	I	I
ENSCGOG00000003925	I	I	I
ENSCGOG00000011629	I	I	I
ENSCGOG00000002291	I	I	I
ENSCGOG00000010462	I	I	UL
ENSCGOG00000016138	I	I	I
ENSCGOG00000002574	UL	UL	UL
ENSCGOG00000017605	UL	UL	UL
ENSCGOG00000011066	I	I	I
ENSCGOG00000003804	PI	PI	I
ENSCGOG00000013033	L	L	L
ENSCGOG00000017748	UL	UL	UL
ENSCGOG00000001206	UL	UL	UL
ENSCGOG00000020336	UL	UL	UL
ENSCGOG00000019018	I	I	I
ENSCGOG00000002267	I	I	I
ENSCGOG00000018084	I	I	I
ENSCGOG00000018278	I	I	I
ENSCGOG00000008420	I	I	I
ENSCGOG00000004912	I	I	I
ENSCGOG00000012271	I	I	I
ENSCGOG00000021790	I	I	I
ENSCGOG00000009628	I	I	I
ENSCGOG00000024199	I	I	I
ENSCGOG00000007961	I	I	I
ENSCGOG00000004766	I	I	I
ENSCGOG00000003547	UL	UL	UL
ENSCGOG00000017184	I	I	I
ENSCGOG00000005611	L	L	L
ENSCGOG00000020295	L	L	L
ENSCGOG00000013084	UL	UL	UL
ENSCGOG00000024082	I	I	I
ENSCGOG00000014932	I	I	I
ENSCGOG00000024196	UL	I	I
ENSCGOG00000017417	I	I	I
ENSCGOG00000012156	I	I	I
ENSCGOG00000010634	I	I	I
ENSCGOG00000015549	I	I	I
ENSCGOG00000014911	I	I	I
ENSCGOG00000008662	M	M	M
ENSCGOG00000010893	I	I	I
ENSCGOG00000021487	I	I	I
ENSCGOG00000009493	I	I	M
ENSCGOG00000012677	I	I	I
ENSCGOG00000013824	I	I	I
ENSCGOG00000018234	I	PG	PG
ENSCGOG00000020913	I	I	I
ENSCGOG00000018869	I	I	I
ENSCGOG00000020018	I	I	I
ENSCGOG00000017962	I	I	I
ENSCGOG00000005673	I	I	I
ENSCGOG00000007306	UL	UL	UL
ENSCGOG00000017428	UL	UL	UL
ENSCGOG00000016070	I	I	I
ENSCGOG00000011030	I	I	I
ENSCGOG00000012476	I	I	I
ENSCGOG00000016268	L	L	L
ENSCGOG00000015580	L	PG	PG
ENSCGOG00000008287	I	I	I
ENSCGOG00000002297	L	L	UL
ENSCGOG00000022879	I	I	I
ENSCGOG00000010147	UL	UL	UL
ENSCGOG00000003096	I	I	I
ENSCGOG00000002234	L	L	L
ENSCGOG00000004857	I	I	I
ENSCGOG00000007805	L	L	L
ENSCGOG00000002894	I	I	I
ENSCGOG00000014950	I	I	I
ENSCGOG00000015998	UL	UL	UL
ENSCGOG00000022667	I	I	I
ENSCGOG00000010783	I	I	I
ENSCGOG00000010362	I	I	I
ENSCGOG00000021418	UL	I	I
ENSCGOG00000023364	L	M	M
ENSCGOG00000004195	I	I	I
ENSCGOG00000002961	I	I	I
ENSCGOG00000022588	I	I	I
ENSCGOG00000017906	UL	UL	UL
ENSCGOG00000007989	UL	UL	UL
ENSCGOG00000014221	I	I	I
ENSCGOG00000021885	I	I	I
ENSCGOG00000002435	L	L	L
ENSCGOG00000002542	I	I	I
ENSCGOG00000016686	UL	UL	UL
ENSCGOG00000014043	UL	I	I
ENSCGOG00000000509	L	L	M
ENSCGOG00000016179	L	L	L
ENSCGOG00000006664	I	I	I
ENSCGOG00000008044	L	L	I
ENSCGOG00000022015	L	L	L
ENSCGOG00000014804	UL	UL	UL
ENSCGOG00000024756	I	I	L
ENSCGOG00000012342	I	UL	UL
ENSCGOG00000017691	I	I	I
ENSCGOG00000016751	I	I	I
ENSCGOG00000013220	I	PI	PI
ENSCGOG00000018094	I	I	I
ENSCGOG00000005691	I	I	I
ENSCGOG00000013526	I	I	I
ENSCGOG00000024093	I	I	I
ENSCGOG00000014537	I	I	I
ENSCGOG00000001501	I	I	I
ENSCGOG00000005310	I	I	I
ENSCGOG00000021107	I	I	I
ENSCGOG00000006016	UL	UL	UL
ENSCGOG00000012345	I	I	I
ENSCGOG00000014928	I	I	I
ENSCGOG00000024521	UL	UL	UL
ENSCGOG00000020967	M	L	L
ENSCGOG00000023414	I	I	I
ENSCGOG00000015397	I	I	I
ENSCGOG00000020711	L	L	L
ENSCGOG00000005987	I	I	I
ENSCGOG00000004196	I	I	I
ENSCGOG00000007188	I	I	I
ENSCGOG00000009962	M	PI	I
ENSCGOG00000001324	I	I	I
ENSCGOG00000003194	I	I	I
ENSCGOG00000005859	I	I	I
ENSCGOG00000023522	I	I	I
ENSCGOG00000024463	I	I	I
ENSCGOG00000017412	I	I	I
ENSCGOG00000005837	I	I	I
ENSCGOG00000015966	I	I	I
ENSCGOG00000015452	L	L	L
ENSCGOG00000006498	L	L	L
ENSCGOG00000018008	L	L	L
ENSCGOG00000007663	I	I	I
ENSCGOG00000010647	I	I	I
ENSCGOG00000011017	I	I	I
ENSCGOG00000018883	UL	UL	UL
ENSCGOG00000024708	I	I	I
ENSCGOG00000017389	I	I	I
ENSCGOG00000019204	I	I	I
ENSCGOG00000022400	I	I	I
ENSCGOG00000005124	I	I	I
ENSCGOG00000012824	I	I	I
ENSCGOG00000004255	I	I	I
ENSCGOG00000007047	I	I	I
ENSCGOG00000008678	I	I	I
ENSCGOG00000006647	I	I	I
ENSCGOG00000005341	I	I	I
ENSCGOG00000002220	I	I	I
ENSCGOG00000011837	I	I	I
ENSCGOG00000000482	PI	L	L
ENSCGOG00000000829	I	I	I
ENSCGOG00000006255	I	I	I
ENSCGOG00000001298	L	M	M
ENSCGOG00000015550	I	I	I
ENSCGOG00000018751	I	I	I
ENSCGOG00000023935	I	I	I
ENSCGOG00000024556	I	I	I
ENSCGOG00000023417	I	I	I
ENSCGOG00000021462	I	I	I
ENSCGOG00000018759	I	I	I
ENSCGOG00000017203	I	I	I
ENSCGOG00000006416	UL	UL	UL
ENSCGOG00000006597	L	L	L
ENSCGOG00000013482	I	I	I
ENSCGOG00000009322	I	I	I
ENSCGOG00000010366	I	I	I
ENSCGOG00000012932	I	I	I
ENSCGOG00000005386	I	UL	PI
ENSCGOG00000015228	I	I	I
ENSCGOG00000009476	I	I	I
ENSCGOG00000022573	I	I	I
ENSCGOG00000003381	I	I	I
ENSCGOG00000013249	L	L	L
ENSCGOG00000010213	I	I	I
ENSCGOG00000000575	I	I	I
ENSCGOG00000013155	I	I	I
ENSCGOG00000014680	I	I	I
ENSCGOG00000015493	I	I	I
ENSCGOG00000008116	I	I	M
ENSCGOG00000017754	I	I	I
ENSCGOG00000022796	I	I	I
ENSCGOG00000003738	I	I	I
ENSCGOG00000005686	I	I	I
ENSCGOG00000020558	I	I	I
ENSCGOG00000018476	I	I	I
ENSCGOG00000000492	I	I	I
ENSCGOG00000001704	I	I	I
ENSCGOG00000020025	I	I	I
ENSCGOG00000016334	UL	UL	UL
ENSCGOG00000012286	I	I	I
ENSCGOG00000012835	I	UL	UL
ENSCGOG00000020817	UL	UL	UL
ENSCGOG00000012559	I	I	I
ENSCGOG00000001378	I	I	I
ENSCGOG00000007461	I	I	I
ENSCGOG00000001836	I	I	I
ENSCGOG00000016553	I	I	I
ENSCGOG00000007401	I	I	I
ENSCGOG00000006399	I	I	I
ENSCGOG00000004498	I	I	I
ENSCGOG00000019908	I	I	I
ENSCGOG00000006001	L	L	L
ENSCGOG00000008157	I	I	I
ENSCGOG00000012278	I	I	I
ENSCGOG00000011459	I	I	I
ENSCGOG00000011618	I	I	I
ENSCGOG00000008460	I	I	I
ENSCGOG00000018535	L	L	L
ENSCGOG00000016813	PG	L	L
ENSCGOG00000002638	I	I	I
ENSCGOG00000023211	I	I	I
ENSCGOG00000012176	L	UL	UL
ENSCGOG00000020092	I	I	I
ENSCGOG00000008589	I	I	I
ENSCGOG00000022792	UL	UL	UL
ENSCGOG00000015673	I	I	I
ENSCGOG00000006355	UL	I	I
ENSCGOG00000003383	UL	UL	UL
ENSCGOG00000018023	I	I	I
ENSCGOG00000002505	I	PI	PI
ENSCGOG00000024312	I	I	I
ENSCGOG00000011940	I	I	I
ENSCGOG00000006090	I	I	I
ENSCGOG00000021195	L	L	L
ENSCGOG00000023033	I	I	I
ENSCGOG00000014249	I	I	I
ENSCGOG00000020985	I	I	I
ENSCGOG00000018374	I	I	I
ENSCGOG00000010063	I	I	I
ENSCGOG00000024666	I	I	I
ENSCGOG00000019260	I	I	I
ENSCGOG00000018411	I	I	L
ENSCGOG00000007738	UL	UL	UL
ENSCGOG00000004030	I	I	I
ENSCGOG00000013550	I	I	I
ENSCGOG00000018372	PG	PG	PG
ENSCGOG00000020352	UL	UL	UL
ENSCGOG00000006087	I	I	I
ENSCGOG00000014512	UL	I	I
ENSCGOG00000004937	I	I	I
ENSCGOG00000003608	I	I	I
ENSCGOG00000008843	I	I	I
ENSCGOG00000018208	I	I	I
ENSCGOG00000013756	I	I	I
ENSCGOG00000010202	I	I	I
ENSCGOG00000013450	I	I	I
ENSCGOG00000003731	I	M	M
ENSCGOG00000023898	L	L	L
ENSCGOG00000014895	I	I	I
ENSCGOG00000002820	L	L	L
ENSCGOG00000019676	I	I	I
ENSCGOG00000008372	I	I	I
ENSCGOG00000020455	I	I	I
ENSCGOG00000023777	UL	UL	UL
ENSCGOG00000022080	L	L	L
ENSCGOG00000002851	I	I	I
ENSCGOG00000021620	PI	I	I
ENSCGOG00000012893	L	L	L
ENSCGOG00000016408	I	I	I
ENSCGOG00000009120	L	L	L
ENSCGOG00000021101	L	L	L
ENSCGOG00000006702	I	I	I
ENSCGOG00000008524	I	I	I
ENSCGOG00000007146	L	L	L
ENSCGOG00000001893	I	I	I
ENSCGOG00000012772	I	I	I
ENSCGOG00000021117	L	I	I
ENSCGOG00000000549	I	I	I
ENSCGOG00000018815	I	I	I
ENSCGOG00000001351	I	I	I
ENSCGOG00000024651	I	I	I
ENSCGOG00000002978	I	I	I
ENSCGOG00000020703	L	L	L
ENSCGOG00000000158	I	I	I
ENSCGOG00000022258	L	L	L
ENSCGOG00000019733	PM	PG	PG
ENSCGOG00000009843	I	I	I
ENSCGOG00000024132	I	I	I
ENSCGOG00000014808	I	I	I
ENSCGOG00000024044	I	I	I
